	V1	V2	V3	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_pvalue	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_HR	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_low	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_high	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107
676	RB1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
677	RBBP7	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
678	RBL1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
679	RBM14	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
680	RBX1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
681	RCHY1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
682	RELA	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
683	RETSAT	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
684	RETSAT	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
685	REV3L	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
686	RFC1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
687	RFC2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
688	RFC2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
689	RFC3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
690	RFC3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
691	RFC4	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
692	RFC5	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
693	RGS16	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
694	RHBDF2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
695	RHOB	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
696	RHOT2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
697	RNASEH2A	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
698	RNASEL	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
699	RNF19B	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
700	RNMT	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
701	ROCK1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
702	RPA1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
703	RPA2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
704	RPA2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
705	RPA2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
706	RPA3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
707	RPA3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
708	RPL18	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
709	RPL36	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
710	RPS12	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
711	RPS27L	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
712	RPS6KA5	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
713	RRAD	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
714	RRM2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
715	RRM2B	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
716	RRP8	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
717	RXRA	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
718	S100A10	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
719	S100A4	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
720	SAC3D1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
721	SAP30	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
722	SAT1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
723	SAT1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
724	SATB1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
725	SC5D	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
726	SDC1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
727	SDCBP	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
728	SEC61A1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
729	SEC61A1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
730	SERPINB5	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
731	SERTAD3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
732	SESN1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
733	SF3A3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
734	SFN	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
735	SFPQ	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
736	SHMT1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
737	SLBP	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
738	SLC12A2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
739	SLC19A2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
740	SLC20A1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
741	SLC35D1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
742	SLC38A1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
743	SLC3A2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
744	SLC7A1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
745	SLC7A11	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
746	SLC7A5	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
747	SMAD3	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
748	SMAD5	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
749	SMAD7	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
750	SMARCC1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
751	SMC1A	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
752	SMC1A	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
753	SMC2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
754	SMC3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
755	SMC4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
756	SMC4	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
757	SMC6	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
758	SNAPC4	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
759	SNAPC5	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
760	SNRPB	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
761	SNRPD1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
762	SOCS1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
763	SOD1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
764	SOD2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
765	SP1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
766	SPAG5	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
767	SPC24	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
768	SPC25	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
769	SPHK1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
770	SPTAN1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
771	SQLE	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
772	SQSTM1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
773	SRSF1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
774	SRSF1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
775	SRSF10	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
776	SRSF2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
777	SRSF2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
778	SRSF6	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
779	SS18	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
780	SSRP1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
781	SSRP1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
782	ST14	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
783	STAG1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
784	STAG1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
785	STEAP3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
786	STIL	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
787	STMN1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
788	STMN1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
789	STOM	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
790	STX3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
791	SUPT4H1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
792	SUPT5H	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
793	SURF1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
794	SUV39H1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
795	SUV39H1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
796	SYNCRIP	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
797	SYNCRIP	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
798	TACC3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
799	TACC3	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
800	TAF10	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
801	TAF12	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
802	TAF13	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
803	TAF1C	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
804	TAF6	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
805	TAF9	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
806	TAP1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
807	TAP1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
808	TARBP2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
809	TAX1BP3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
810	TBRG4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
811	TCF19	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
812	TCHH	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.																																																																																																								
813	TCN2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
814	TENT4A	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
815	TFDP1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
816	TFRC	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
817	TGFA	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
818	TGFB1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
819	TGFB1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
820	TGFB2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
821	TGFBR3	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
822	TIMELESS	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
823	TIMP1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
824	TIMP2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
825	TIMP3	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
826	TIPIN	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
827	TK1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
828	TK2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
829	TLE3	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
830	TM4SF1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
831	TM7SF3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
832	TMED2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
833	TMPO	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
834	TMPO	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
835	TNF	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
836	TNFRSF12A	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
837	TNFSF10	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
838	TNFSF9	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
839	TNNI1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
840	TNPO2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
841	TOB1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
842	TOP1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
843	TOP2A	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
844	TOP2A	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
845	TOP2A	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
846	TP53	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
847	TP53	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
848	TP53	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
849	TP63	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.																																																																																																								
850	TPD52L1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
851	TPRKB	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
852	TPX2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
853	TRA2B	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
854	TRA2B	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
855	TRAF4	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
856	TRAFD1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
857	TRAIP	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
858	TRIAP1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
859	TRIB3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
860	TRIP13	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
861	TROAP	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
862	TSC22D1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
863	TSG101	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
864	TSPO	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
865	TSPYL2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
866	TTK	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
867	TUBB	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
868	TUBG1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
869	TXNIP	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
870	TXNIP	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
871	TYMS	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
872	UBE2C	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
873	UBE2S	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
874	UBE2S	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
875	UBE2T	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
876	UBR7	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
877	UCK2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
